,aeid,acid,assay_component_endpoint_name,export_ready,internal_ready,assay_component_endpoint_desc,assay_function_type,normalized_data_type,burst_assay,key_positive_control,signal_direction,intended_target_type,intended_target_type_sub,intended_target_family,intended_target_family_sub,fit_all,cell_viability_assay,data_usability,n_chemicals,n_chemicals_no_chid
1433,3022,2808,VALA_TUBHUV_Antagonist_TubuleLength,1,1,"Data from the assay component VALA_TUBHUV_Antagonist_TubuleLength was analyzed at the endpoint, VALA_TUBHUV_Antagonist_TubuleLength, in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, loss-of-signal activity can be used to understand developmental effects. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the neurodevelopment intended target family, where the subfamily is tubulogenesis.",developmental,percent_activity,0,suramin,loss,cellular,morphology,neurodevelopment,tubulogenesis,0,0,1,47,336
1434,3023,2809,VALA_TUBIPS_Agonist_CellCount,1,1,"Data from the assay component VALA_TUBIPS_Agonist_CellCount was analyzed at the endpoint, VALA_TUBIPS_Agonist_CellCount, in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of viability reporter, loss-of-signal activity can be used to understand viability. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cell cycle intended target family, where the subfamily is cell count.",viability,log2_fold_induction,0,NA,loss,cellular,nucleus,cell cycle,cell count,0,1,1,47,342
1435,3024,2810,VALA_TUBIPS_Agonist_TubuleLength,1,1,"Data from the assay component VALA_TUBIPS_Agonist_TubuleLength was analyzed at the endpoint, VALA_TUBIPS_Agonist_TubuleLength, in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, gain-of-signal activity can be used to understand developmental effects. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the neurodevelopment intended target family, where the subfamily is tubulogenesis.",developmental,percent_activity,0,suramin,gain,cellular,morphology,neurodevelopment,tubulogenesis,0,0,1,47,321
1436,3025,2811,VALA_TUBIPS_Antagonist_CellCount,1,1,"Data from the assay component VALA_TUBIPS_Antagonist_CellCount was analyzed at the endpoint, VALA_TUBIPS_Antagonist_CellCount, in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of viability reporter, loss-of-signal activity can be used to understand viability. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cell cycle intended target family, where the subfamily is cell count.",viability,log2_fold_induction,0,NA,loss,cellular,nucleus,cell cycle,cell count,0,1,1,47,339
1437,3026,2812,VALA_TUBIPS_Antagonist_TubuleLength,1,1,"Data from the assay component VALA_TUBIPS_Antagonist_TubuleLength was analyzed at the endpoint, VALA_TUBIPS_Antagonist_TubuleLength, in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, loss-of-signal activity can be used to understand developmental effects. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the neurodevelopment intended target family, where the subfamily is tubulogenesis.",developmental,percent_activity,0,suramin,loss,cellular,morphology,neurodevelopment,tubulogenesis,0,0,1,47,371
1438,3027,2813,VALA_MIGHUV1_ScratchOnly_CellCount,1,1,"Data from the assay component VALA_MIGHUV1_ScratchOnly_CellCount was analyzed at the endpoint, VALA_MIGHUV1_ScratchOnly_CellCount, in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of viability reporter, loss-of-signal activity can be used to understand viability. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cell cycle intended target family, where the subfamily is cell count.",viability,log2_fold_induction,0,BIO-acetoxime,loss,cellular,nucleus,cell cycle,cell count,0,1,1,47,372
1439,3028,2814,VALA_MIGHUV1_ScratchOnly_WoundArea,1,1,"Data from the assay component VALA_MIGHUV1_ScratchOnly_WoundArea was analyzed at the endpoint, VALA_MIGHUV1_ScratchOnly_WoundArea, in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, gain-of-signal activity can be used to understand developmental effects. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the neurodevelopment intended target family, where the subfamily is migration.",developmental,percent_activity,0,cytochalasin D,gain,cellular,migration,neurodevelopment,migration,0,0,1,47,380
1440,3029,2815,VALA_MIGHUV2_CellCount,1,1,"Data from the assay component VALA_MIGHUV2_CellCount was analyzed at the endpoint, VALA_MIGHUV2_CellCount, in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of viability reporter, loss-of-signal activity can be used to understand viability. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the cell cycle intended target family, where the subfamily is cell count.",viability,log2_fold_induction,0,BIO-acetoxime,loss,cellular,nucleus,cell cycle,cell count,0,1,1,47,324
1441,3030,2816,VALA_MIGHUV2_Bcatenin,1,1,"Data from the assay component VALA_MIGHUV2_BCatenin was analyzed at the endpoint, VALA_MIGHUV2_BCatenin, in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, gain-of-signal activity can be used to understand developmental effects. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the neurodevelopment intended target family, where the subfamily is migration.",developmental,percent_activity,0,cytochalasin D,gain,cellular,migration,neurodevelopment,migration,0,0,1,47,314
1442,3031,2817,VALA_MIGHUV2_WoundArea,1,1,"Data from the assay component VALA_MIGHUV2_WoundArea was analyzed at the endpoint, VALA_MIGHUV2_WoundArea, in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, gain-of-signal activity can be used to understand developmental effects. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the neurodevelopment intended target family, where the subfamily is migration.",developmental,percent_activity,0,cytochalasin D,gain,cellular,migration,neurodevelopment,migration,0,0,1,47,348
1443,3032,2818,CCTE_GLTED_hIYD,1,1,"Data from the assay component CCTE_GLTED_hIYD was analyzed at the assay endpoint CCTE_GLTED_hIYD in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of enzyme reporter, loss-of-signal activity can be used to understand iodotyrosine deiodinase activity. To generalize the intended target to other relatable targets, this assay endpoint is annotated to the 'dehalogenase' intended target family, where the subfamily is 'iodotyrosine deiodinase'.",enzymatic activity,percent_activity,0,3-Nitro-L-tyrosine (0.05 M NaOH for model inhibitor (MNT)),loss,protein,enzyme,dehalogenase,iodotyrosine deiodinase,0,0,1,167,318
1444,3067,2836,CCTE_Mundy_HCI_iCellGluta_NOG_BPCount,1,1,"Data from the assay component CCTE_Mundy_HCI_iCellGluta_NOG_BPCount was analyzed at the endpoint CCTE_Mundy_HCI_iCellGluta_NOG_BPCount in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, loss-of-signal activity can be used to understand developmental effects. This assay endpoint is considered less reliable by experts on the assay due to low occurrence of branch points in the iCell GlutaNeurons. Use data with caution.",developmental,percent_activity,0,Rac 1 inhibitor (10uM),loss,cellular,cellular,neurodevelopment,neurite outgrowth (initiation),0,0,1,140,974
1445,3068,2837,CCTE_Mundy_HCI_iCellGluta_NOG_NeuriteCount,1,1,"Data from the assay component CCTE_Mundy_HCI_iCellGluta_NOG_NeuriteCount was analyzed at the endpoint CCTE_Mundy_HCI_iCellGluta_NOG_NeuriteCount in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, loss-of-signal activity can be used to understand developmental effects.",developmental,percent_activity,0,Rac 1 inhibitor (10uM),loss,cellular,cellular,neurodevelopment,neurite outgrowth (initiation),0,0,1,140,974
1446,3069,2838,CCTE_Mundy_HCI_iCellGluta_NOG_NeuriteLength,1,1,"Data from the assay component CCTE_Mundy_HCI_iCellGluta_NOG_NeuriteLength was analyzed at the endpoint CCTE_Mundy_HCI_iCellGluta_NOG_NeuriteLength in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of morphology reporter, loss-of-signal activity can be used to understand developmental effects.",developmental,percent_activity,0,Rac 1 inhibitor (10uM),loss,cellular,cellular,neurodevelopment,neurite outgrowth (initiation),0,0,1,140,974
1447,3070,2839,CCTE_Mundy_HCI_iCellGluta_NOG_NeuronCount,1,1,"Data from the assay component CCTE_Mundy_HCI_iCellGluta_NOG_NeuronCount was analyzed at the endpoint CCTE_Mundy_HCI_iCellGluta_NOG_NeuronCount in the positive analysis fitting direction relative to DMSO as the negative control and baseline of activity. Using a type of viability reporter, loss-of-signal activity can be used to understand developmental effects.",developmental,percent_activity,0,Rac 1 inhibitor (10uM),loss,cellular,cellular,neurodevelopment,cytotoxicity,0,0,1,140,974
1448,3072,2841,CCTE_Deisenroth_5AR_NBTE_autofluor,1,1,"Data from the assay component CCTE_Deisenroth_5AR NBTE_autofluor was analyzed into 1 assay endpoint. This assay endpoint, CCTE_Deisenroth_5AR NBTE_autofluor, was analyzed with bidirectional fitting relative to median test wells for the baseline of activity. Using a type of background reporter, gain-of-signal activity can be used to understand autofluorescence. Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves an artifact detection function.",background control,log2_fold_induction,0,Tracer Fluorogenic Probe,gain,chemical,physical feature,background measurement,artifact fluorescence,0,0,1,0,0
1449,3074,2842,CCTE_Deisenroth_5AR_NBTE_donor,1,1,"Data from the assay component CCTE_Deisenroth_5AR NBTE_donor was analyzed into 1 assay endpoint. This assay endpoint,  CCTE_Deisenroth_5AR NBTE_donor, was analyzed with bidirectional fitting relative to DMSO as the negative control and baseline of activity. Using a type of inducible reporter, gain or loss-of-signal activity can be used to understand changes in the donor luminescence as related to 5alpha-reductase catalytic function. Furthermore, this assay endpoint can be referred to as a secondary readout, because this assay has produced multiple assay endpoints where this one serves an artifact detection function.",enzymatic activity,log2_fold_induction,0,"Dutasteride, Finasteride",bidirectional,protein,protein-specified,background measurement,artifact luminescence,0,0,1,229,1512
